transaction_id,timestamp,amount,user_id,merchant_category,device,location,ip_address,user_transaction_count,is_fraud
TXN0000032,2025-08-11 21:20:08.652966,90701.14432101639,USER00305,Electronics,Web,Hyderabad,166.111.239.133,48,0
TXN0000033,2025-07-23 13:26:50.652966,1338.7602123985023,USER00384,Food,iOS,Hyderabad,108.59.95.243,44,0
TXN0000034,2025-08-14 18:30:59.652966,10.532784537686346,USER00460,Food,Web,Ahmedabad,135.239.165.190,31,0
TXN0000035,2025-08-28 08:52:19.652966,360.1918726812375,USER00135,Healthcare,Web,Ahmedabad,244.193.17.165,35,0
TXN0000036,2025-07-29 04:00:53.652966,464.52525280008695,USER00293,Electronics,iOS,Mumbai,126.183.4.81,37,0
TXN0000037,2025-09-18 17:53:35.652966,281.0222848269944,USER00400,Electronics,iOS,Bangalore,207.243.171.172,43,0
TXN0000038,2025-09-24 13:24:00.652966,103.61856279868016,USER00038,Utilities,iOS,Kolkata,125.95.183.156,41,0
TXN0000039,2025-07-02 18:55:36.652966,17.709558125722282,USER00232,Transport,Android,Jaipur,141.239.95.11,50,0
TXN0000040,2025-09-13 19:55:58.652966,86886.84183492526,USER00355,Electronics,Web,Chennai,212.233.222.204,39,0
TXN0000041,2025-09-18 09:28:42.652966,32.960167703578385,USER00168,Electronics,Web,Kolkata,221.124.129.191,44,0
TXN0000042,2025-07-17 15:49:00.652966,1191.687442938261,USER00285,Utilities,iOS,Mumbai,253.172.247.205,49,0
TXN0000043,2025-09-07 22:33:58.652966,302.56963623264687,USER00103,Food,Android,Pune,176.20.119.55,39,1
TXN0000044,2025-08-12 04:32:47.652966,576.6958701168254,USER00145,Utilities,iOS,Delhi,207.218.137.205,30,0
TXN0000045,2025-08-04 04:37:29.652966,644.0485633599202,USER00243,Groceries,Android,Bhopal,251.14.83.85,41,0
TXN0000046,2025-07-29 03:16:14.652966,36.660007282356176,USER00474,Food,Web,Mumbai,176.101.71.66,37,0
TXN0000047,2025-07-17 06:04:37.652966,161.2650683112496,USER00148,Retail,iOS,Delhi,185.27.46.158,34,0
TXN0000048,2025-07-23 01:30:03.652966,471.033266253665,USER00366,Retail,iOS,Ahmedabad,136.177.234.202,40,0
TXN0000049,2025-09-14 06:51:13.652966,817.6173452442142,USER00153,Entertainment,Web,Mumbai,142.235.0.75,37,0
TXN0000050,2025-08-03 20:06:20.652966,200.458365439265,USER00316,Healthcare,Android,Mumbai,151.88.154.157,35,0
TXN0000051,2025-07-12 01:57:02.652966,169.02939922558355,USER00422,Electronics,Android,Mumbai,120.94.120.104,38,0
TXN0000052,2025-07-11 03:53:49.652966,60.3194516504489,USER00319,Groceries,Web,Kochi,211.46.125.78,51,0
TXN0000053,2025-08-08 01:04:42.652966,642.4654587500687,USER00295,Food,Android,Delhi,242.191.2.244,47,1
TXN0000054,2025-07-11 13:08:56.652966,1534.9286873058381,USER00126,Entertainment,Web,Mumbai,140.176.51.241,42,0
TXN0000055,2025-08-06 00:15:58.652966,944.4195186036742,USER00192,Transport,Web,Delhi,240.201.108.241,35,0
TXN0000056,2025-09-22 10:35:19.652966,73.650087989909,USER00485,Healthcare,Web,Kochi,196.237.124.49,46,0
TXN0000057,2025-08-04 13:15:30.652966,29603.306856036837,USER00083,Entertainment,Android,Pune,199.65.162.68,47,0
TXN0000058,2025-08-29 18:34:02.652966,116.288639276708,USER00021,Retail,iOS,Mumbai,202.167.144.217,46,0
TXN0000059,2025-07-27 20:09:42.652966,18.61717092883608,USER00288,Retail,Web,Lucknow,252.201.36.177,55,0
TXN0000060,2025-09-18 12:31:43.652966,642.6703629946993,USER00284,Utilities,Android,Delhi,225.13.113.91,47,0
TXN0000061,2025-07-06 09:01:49.652966,44647.439960300944,USER00359,Healthcare,Web,Bangalore,160.188.185.174,46,0
TXN0000062,2025-09-11 00:10:54.652966,380.7439187276906,USER00489,Entertainment,Android,Delhi,228.0.203.39,44,0
TXN0000063,2025-08-15 18:19:16.652966,1070.6376436355258,USER00268,Retail,Web,Bangalore,158.70.255.96,26,0
TXN0000064,2025-08-23 05:17:08.652966,530.3543715449226,USER00121,Healthcare,Android,Pune,111.108.154.222,45,0
TXN0000065,2025-07-14 06:38:58.652966,136.80401327971163,USER00111,Food,Web,Delhi,123.173.196.92,44,0
TXN0000066,2025-09-29 16:53:15.652966,219.78562561850157,USER00079,Groceries,Web,Bangalore,208.77.145.159,47,0
TXN0000067,2025-08-07 21:49:57.652966,9412.637642147347,USER00348,Groceries,Web,Hyderabad,199.246.17.133,39,0
TXN0000068,2025-07-09 19:24:04.652966,32.370402329413395,USER00376,Electronics,Android,Chennai,207.91.83.203,55,0
TXN0000069,2025-08-24 18:07:53.652966,91407.40112363463,USER00085,Groceries,iOS,Mumbai,232.54.238.42,40,0
TXN0000070,2025-07-30 14:56:18.652966,66340.61350270614,USER00080,Utilities,Web,Ahmedabad,188.51.207.6,42,0
TXN0000071,2025-09-20 16:26:11.652966,530.5768600032955,USER00151,Transport,Android,Pune,141.163.65.196,43,0
TXN0000072,2025-09-01 04:37:13.652966,341.18894030216177,USER00244,Entertainment,Android,Ahmedabad,216.5.248.205,37,0
TXN0000073,2025-08-31 05:02:20.652966,91.33091476075816,USER00218,Retail,Android,Jaipur,208.27.155.217,44,0
TXN0000074,2025-09-26 03:02:08.652966,127.69216469929553,USER00015,Healthcare,iOS,Jaipur,166.59.230.190,34,0
TXN0000075,2025-09-23 19:42:22.652966,6250.463286030271,USER00101,Utilities,iOS,Bangalore,221.171.186.57,34,0
TXN0000076,2025-08-06 06:27:15.652966,628.7969504673017,USER00268,Retail,iOS,Kochi,145.217.196.40,26,1
TXN0000077,2025-08-27 05:06:41.652966,2006.4131964433786,USER00388,Food,Web,Jaipur,138.3.172.132,42,1
TXN0000078,2025-07-20 19:50:54.652966,925.5811442038331,USER00035,Healthcare,Web,Kochi,150.232.222.24,39,0
TXN0000079,2025-09-08 13:33:17.652966,288.1566591220633,USER00351,Healthcare,Android,Hyderabad,218.144.20.62,35,0
TXN0000080,2025-07-08 21:51:31.652966,1471.0822689816218,USER00445,Transport,Android,Lucknow,225.235.187.25,40,0
TXN0000081,2025-07-06 14:33:43.652966,294.65921386370417,USER00283,Entertainment,Web,Lucknow,253.189.129.217,29,0
TXN0000082,2025-09-04 08:38:19.652966,64725.01167533746,USER00125,Utilities,Android,Delhi,186.151.12.136,32,0
TXN0000083,2025-07-24 06:49:30.652966,421.26156019056845,USER00224,Utilities,Android,Mumbai,145.150.182.213,45,0
TXN0000084,2025-09-15 05:09:48.652966,108.03826201124213,USER00161,Utilities,iOS,Chennai,104.228.166.152,40,0
TXN0000085,2025-07-30 06:06:23.652966,64.65854525038819,USER00013,Healthcare,Web,Jaipur,109.57.182.18,43,0
TXN0000086,2025-07-09 21:42:44.652966,10.0400863397813,USER00165,Healthcare,iOS,Delhi,236.202.127.89,32,0
TXN0000087,2025-09-23 04:49:06.652966,126.54535496152683,USER00428,Transport,Android,Mumbai,121.48.64.74,53,0
TXN0000088,2025-07-24 18:13:32.652966,63504.37396912106,USER00258,Transport,Web,Delhi,226.220.140.176,44,0
TXN0000089,2025-09-24 06:50:12.652966,974.4254161289728,USER00422,Groceries,iOS,Pune,217.124.234.20,38,0
TXN0000090,2025-07-11 23:08:02.652966,8.972598737607546,USER00293,Entertainment,Web,Kolkata,119.167.190.19,37,0
TXN0000091,2025-08-08 01:32:30.652966,213.65584488468616,USER00443,Utilities,Android,Kolkata,137.51.195.40,39,0
TXN0000092,2025-07-29 03:30:32.652966,40.04632858983886,USER00114,Utilities,Android,Lucknow,186.154.216.205,32,0
TXN0000093,2025-08-15 04:18:22.652966,332.27586883387954,USER00120,Healthcare,Android,Chennai,105.94.131.40,43,0
TXN0000094,2025-09-01 21:02:08.652966,1375.7114851591202,USER00069,Entertainment,Web,Mumbai,210.59.98.133,51,0
TXN0000095,2025-09-21 03:24:06.652966,65394.99393425056,USER00274,Electronics,Web,Ahmedabad,177.124.25.191,32,1
TXN0000096,2025-08-06 13:54:15.652966,862.534727349106,USER00048,Electronics,iOS,Bhopal,246.242.110.223,36,0
TXN0000097,2025-07-17 22:47:42.652966,93374.16039858032,USER00337,Electronics,Web,Mumbai,170.95.141.23,39,1
TXN0000098,2025-08-07 02:22:04.652966,433.95552743263534,USER00322,Entertainment,iOS,Lucknow,254.204.92.145,47,0
TXN0000099,2025-08-05 15:37:27.652966,306.5432469125478,USER00433,Transport,iOS,Bhopal,169.2.208.106,55,0
TXN0000100,2025-07-22 11:58:13.652966,128.58907748345203,USER00362,Healthcare,iOS,Bangalore,104.212.66.140,32,0
TXN0000101,2025-09-05 05:24:17.652966,59101.72465940093,USER00058,Groceries,Web,Delhi,168.236.162.49,44,0
TXN0000102,2025-07-28 01:53:13.652966,293.4439987064148,USER00419,Healthcare,Web,Delhi,156.115.9.166,41,1
TXN0000103,2025-09-08 07:08:36.652966,1134.452632215441,USER00078,Utilities,Web,Jaipur,156.32.147.235,45,0
TXN0000104,2025-09-06 12:33:54.652966,388.9552213473711,USER00499,Electronics,iOS,Jaipur,250.215.168.199,37,0
TXN0000105,2025-09-03 01:48:55.652966,118.30862329469547,USER00204,Entertainment,Android,Kolkata,221.6.175.174,34,0
TXN0000106,2025-07-09 02:09:48.652966,277.69496960679487,USER00442,Food,iOS,Kochi,181.177.227.77,42,0
TXN0000107,2025-08-30 07:09:42.652966,128.85427165339243,USER00225,Entertainment,iOS,Delhi,218.255.107.87,51,1
TXN0000108,2025-09-01 19:23:24.652966,87210.6831497004,USER00263,Electronics,iOS,Lucknow,199.130.206.16,41,0
TXN0000109,2025-07-18 18:33:56.652966,76351.69549056099,USER00103,Entertainment,Web,Pune,246.40.249.176,39,0
TXN0000110,2025-08-23 00:25:11.652966,384.03921720604495,USER00109,Entertainment,iOS,Ahmedabad,121.106.189.155,39,0
TXN0000111,2025-09-10 22:46:19.652966,673.8242021259715,USER00265,Entertainment,iOS,Bhopal,174.161.231.239,45,0
TXN0000112,2025-07-25 22:14:03.652966,26.84761640290534,USER00325,Transport,iOS,Jaipur,107.79.85.180,45,0
TXN0000113,2025-07-18 00:32:20.652966,227.42076621170173,USER00388,Healthcare,Android,Chennai,244.220.212.11,42,0
TXN0000114,2025-08-16 00:55:40.652966,398.6007548931429,USER00416,Transport,Web,Mumbai,172.251.120.192,45,0
TXN0000115,2025-08-07 23:58:43.652966,584.4804874504961,USER00389,Entertainment,iOS,Pune,237.67.193.63,43,0
TXN0000116,2025-07-28 08:48:27.652966,439.18821621381005,USER00056,Groceries,iOS,Pune,124.202.111.108,50,1
TXN0000117,2025-09-30 00:06:04.652966,69.88365755147012,USER00312,Healthcare,Android,Mumbai,128.148.91.81,28,0
TXN0000118,2025-09-02 07:05:28.652966,132.73027385623413,USER00252,Healthcare,Web,Chennai,202.209.180.111,34,0
TXN0000119,2025-09-06 23:19:01.652966,54959.832015004984,USER00500,Healthcare,iOS,Chennai,207.142.163.185,32,0
TXN0000120,2025-08-25 05:34:14.652966,22.066723058793038,USER00300,Food,Web,Bhopal,127.162.200.115,45,0
TXN0000121,2025-07-23 11:31:26.652966,852.8660519464122,USER00072,Healthcare,iOS,Mumbai,203.253.237.146,33,0
TXN0000122,2025-09-06 15:03:01.652966,151.12669074681187,USER00141,Food,iOS,Pune,215.80.90.204,48,0
TXN0000123,2025-08-02 15:25:01.652966,219.51589017041672,USER00388,Utilities,Web,Bangalore,173.1.171.237,42,0
TXN0000124,2025-09-21 23:46:15.652966,207.6630065342835,USER00180,Healthcare,Android,Bhopal,144.50.196.214,38,0
TXN0000125,2025-09-14 18:05:02.652966,299.4065012334385,USER00203,Entertainment,iOS,Mumbai,207.210.96.14,36,0
TXN0000126,2025-09-15 11:59:40.652966,449.39726209345946,USER00271,Electronics,Web,Bhopal,157.70.41.209,36,0
TXN0000127,2025-07-07 14:07:42.652966,58.05627066527015,USER00376,Groceries,iOS,Pune,105.166.127.85,55,0
TXN0000128,2025-07-24 09:30:15.652966,95.32132714020808,USER00110,Healthcare,iOS,Bangalore,245.241.46.189,35,0
TXN0000129,2025-09-19 22:43:20.652966,76155.76515360542,USER00082,Utilities,Android,Bangalore,105.199.98.82,45,0
TXN0000130,2025-07-05 06:34:57.652966,590.305825970288,USER00084,Transport,Android,Bangalore,217.188.122.89,39,0
TXN0000131,2025-09-18 07:40:34.652966,72.77858481349543,USER00257,Utilities,Web,Chennai,220.102.165.67,44,0
TXN0000132,2025-08-01 18:50:32.652966,95.05113761369044,USER00193,Electronics,iOS,Kolkata,175.33.15.105,37,0
TXN0000133,2025-08-10 02:33:55.652966,1418.7293820080306,USER00139,Transport,iOS,Mumbai,247.236.235.125,44,0
TXN0000134,2025-07-28 03:39:54.652966,35.74263499005983,USER00221,Retail,Web,Bangalore,254.227.123.90,42,0
TXN0000135,2025-07-08 14:00:51.652966,236.49755390741214,USER00189,Transport,iOS,Bhopal,218.56.169.81,43,0
TXN0000136,2025-07-22 15:24:33.652966,273.5199381568253,USER00349,Utilities,iOS,Mumbai,162.236.35.3,45,0
TXN0000137,2025-09-28 19:32:41.652966,144.15306609661312,USER00344,Food,Web,Bangalore,108.208.240.197,35,0
TXN0000138,2025-08-26 05:24:32.652966,1141.6574284058152,USER00340,Groceries,Android,Bangalore,118.213.133.61,39,0
TXN0000139,2025-09-25 05:52:05.652966,502.2650013183799,USER00478,Utilities,iOS,Chennai,255.12.224.246,45,0
TXN0000140,2025-09-09 20:38:42.652966,279.6144297374544,USER00447,Utilities,Android,Bhopal,115.149.203.20,33,0
TXN0000141,2025-08-01 17:02:10.652966,832.2657170238828,USER00422,Retail,Android,Lucknow,193.204.225.219,38,0
TXN0000142,2025-07-22 19:14:21.652966,1252.947947958093,USER00197,Transport,Android,Bhopal,131.53.74.134,35,0
TXN0000143,2025-09-03 19:03:59.652966,65167.16527504599,USER00301,Utilities,Web,Mumbai,248.57.86.187,49,0
TXN0000144,2025-08-19 15:04:36.652966,19958.03093303543,USER00074,Electronics,Web,Kolkata,205.173.72.124,39,0
TXN0000145,2025-08-09 13:40:21.652966,365.82918565901633,USER00198,Retail,Web,Bhopal,223.107.135.49,27,1
TXN0000146,2025-09-26 01:14:41.652966,95575.56342307726,USER00324,Groceries,Android,Chennai,184.37.234.251,39,1
TXN0000147,2025-09-28 22:50:02.652966,812.2810339259655,USER00260,Electronics,Android,Kolkata,162.133.175.151,46,0
TXN0000148,2025-09-02 13:44:13.652966,693.4689499825025,USER00199,Transport,Android,Hyderabad,213.169.230.132,46,0
TXN0000149,2025-08-15 16:59:09.652966,314.6089104947579,USER00304,Groceries,iOS,Bangalore,245.140.18.71,42,0
TXN0000150,2025-07-16 00:41:54.652966,1033.2078451853108,USER00353,Retail,Android,Bangalore,137.147.13.113,44,0
TXN0000151,2025-07-27 20:59:56.652966,254.20071089753637,USER00137,Healthcare,iOS,Kolkata,194.185.149.157,25,0
TXN0000152,2025-07-15 17:08:45.652966,410.6220922831711,USER00346,Transport,Android,Kolkata,140.156.243.225,35,0
TXN0000153,2025-07-26 02:28:02.652966,41.114725022456916,USER00499,Transport,iOS,Jaipur,175.79.65.75,37,1
TXN0000154,2025-09-12 11:44:01.652966,530.0302544289412,USER00500,Utilities,iOS,Pune,255.149.196.131,32,0
TXN0000155,2025-08-25 15:51:58.652966,39121.40180313352,USER00175,Entertainment,Web,Hyderabad,158.14.108.155,45,0
TXN0000156,2025-08-23 11:41:30.652966,43.62625076201045,USER00489,Entertainment,Web,Delhi,137.6.132.186,44,0
TXN0000157,2025-07-27 16:00:57.652966,61779.80216264171,USER00469,Food,Android,Jaipur,230.207.244.87,40,0
TXN0000158,2025-09-12 16:27:07.652966,878.7477040994844,USER00316,Retail,Web,Lucknow,188.79.160.191,35,0
TXN0000159,2025-08-27 21:58:03.652966,302.7363692319362,USER00308,Electronics,iOS,Bangalore,196.248.86.246,31,0
TXN0000160,2025-08-12 18:06:24.652966,416.824450064003,USER00380,Healthcare,Web,Pune,144.247.194.7,31,0
TXN0000161,2025-09-27 07:51:45.652966,183.42595080194485,USER00342,Groceries,Web,Ahmedabad,116.175.115.158,51,0
TXN0000162,2025-08-27 19:30:49.652966,20305.44099265415,USER00417,Transport,iOS,Jaipur,152.114.76.142,38,1
TXN0000163,2025-08-09 22:27:15.652966,91413.31070387665,USER00442,Transport,Android,Kolkata,255.61.100.182,42,0
TXN0000164,2025-08-06 07:17:47.652966,89131.91401073436,USER00353,Healthcare,Android,Hyderabad,227.235.6.116,44,1
TXN0000165,2025-07-23 10:50:16.652966,755.5576493739131,USER00304,Transport,iOS,Hyderabad,151.186.16.204,42,0
TXN0000166,2025-07-15 14:07:11.652966,1833.3498397554022,USER00133,Utilities,Web,Kolkata,125.168.34.138,37,0
TXN0000167,2025-08-20 15:03:57.652966,444.51248281487705,USER00469,Electronics,Android,Pune,241.40.28.228,40,0
TXN0000168,2025-08-19 01:45:31.652966,9129.497935752908,USER00027,Groceries,iOS,Mumbai,245.126.125.131,46,0
TXN0000169,2025-07-10 23:37:04.652966,128.51591504781663,USER00425,Utilities,Android,Kolkata,146.125.116.233,30,0
TXN0000170,2025-09-13 12:53:01.652966,258.35477712548163,USER00257,Healthcare,iOS,Kochi,145.20.136.142,44,0
TXN0000171,2025-07-06 17:34:21.652966,51939.539497051745,USER00051,Healthcare,Web,Lucknow,123.97.32.67,48,0
TXN0000172,2025-09-23 18:17:55.652966,5755.6472214613605,USER00144,Retail,Android,Hyderabad,233.155.31.106,43,0
TXN0000173,2025-07-12 19:17:04.652966,110.57322919481032,USER00355,Entertainment,iOS,Bhopal,158.124.244.237,39,0
TXN0000174,2025-07-16 23:55:46.652966,274.0952474295977,USER00356,Food,Android,Bangalore,125.26.163.37,38,0
TXN0000175,2025-09-01 01:50:19.652966,696.913821321598,USER00236,Groceries,Web,Delhi,150.244.59.226,44,0
TXN0000176,2025-07-17 16:34:07.652966,69618.91673097087,USER00160,Healthcare,Android,Chennai,121.243.101.51,32,0
TXN0000177,2025-09-17 01:27:44.652966,1476.14196595691,USER00477,Retail,iOS,Bangalore,238.110.249.153,44,0
TXN0000178,2025-09-06 05:25:11.652966,699.5878895743366,USER00359,Utilities,Web,Hyderabad,245.4.220.57,46,0
TXN0000179,2025-08-12 03:29:15.652966,79085.0451968351,USER00303,Transport,iOS,Hyderabad,213.99.233.0,35,1
TXN0000180,2025-08-29 01:31:02.652966,56.54269482335344,USER00407,Retail,Web,Chennai,164.208.138.252,45,1
TXN0000181,2025-07-08 07:48:50.652966,1930.364557068606,USER00271,Utilities,Android,Bhopal,145.168.247.145,36,0
TXN0000182,2025-08-08 12:21:23.652966,37.53231686622789,USER00154,Entertainment,Web,Chennai,176.135.127.174,44,0
TXN0000183,2025-08-08 05:01:15.652966,42.114469712351536,USER00037,Retail,Web,Lucknow,170.158.225.57,35,0
TXN0000184,2025-08-29 00:18:15.652966,21.558390150205692,USER00217,Groceries,Web,Lucknow,146.249.3.163,47,0
TXN0000185,2025-08-16 14:25:08.652966,310.0789278228816,USER00439,Electronics,Web,Kochi,230.240.253.83,36,0
TXN0000186,2025-08-22 12:42:33.652966,509.71828058890424,USER00130,Healthcare,iOS,Lucknow,145.33.221.155,54,0
TXN0000187,2025-07-26 13:37:15.652966,54705.71189689276,USER00076,Electronics,Web,Kochi,124.226.175.93,45,0
TXN0000188,2025-08-24 20:53:36.652966,230.8096864773292,USER00403,Healthcare,iOS,Delhi,149.55.118.109,48,0
TXN0000189,2025-09-23 17:32:44.652966,138.48827619786192,USER00288,Retail,iOS,Pune,178.156.163.241,55,0
TXN0000190,2025-07-03 06:32:10.652966,252.1356397723325,USER00471,Retail,Android,Jaipur,126.153.107.79,44,0
TXN0000191,2025-09-06 04:57:31.652966,87214.50876990215,USER00197,Transport,Android,Jaipur,182.80.98.202,35,0
TXN0000192,2025-09-10 03:11:13.652966,1035.7287956533148,USER00311,Food,Web,Lucknow,143.80.80.166,41,0
TXN0000193,2025-07-13 06:42:30.652966,89761.93169514279,USER00217,Transport,Web,Delhi,232.242.213.137,47,0
TXN0000194,2025-09-06 08:17:02.652966,131.57970390004058,USER00099,Electronics,Android,Jaipur,158.134.241.155,40,0
TXN0000195,2025-09-26 01:29:24.652966,665.9701386750012,USER00312,Retail,Android,Kolkata,194.74.156.170,28,0
TXN0000196,2025-08-23 07:00:54.652966,1106.6394298015023,USER00285,Utilities,iOS,Kochi,190.161.230.157,49,0
TXN0000197,2025-09-13 01:27:20.652966,1570.0373348319915,USER00230,Groceries,Web,Bhopal,208.201.213.2,46,0
TXN0000198,2025-07-28 01:31:52.652966,1029.6736552508228,USER00109,Utilities,Android,Hyderabad,203.28.209.181,39,0
TXN0000199,2025-09-14 18:44:54.652966,14.262244397212923,USER00340,Entertainment,Android,Mumbai,135.233.140.9,39,0
TXN0000200,2025-09-02 09:19:58.652966,804.5092136481207,USER00495,Electronics,iOS,Pune,151.106.131.150,44,0
TXN0000201,2025-08-04 04:26:59.652966,42581.922275733596,USER00164,Food,iOS,Ahmedabad,195.12.164.218,46,0
TXN0000202,2025-07-12 23:43:08.652966,44.61716623171833,USER00116,Healthcare,Android,Kolkata,197.166.102.110,43,0
TXN0000203,2025-07-30 15:41:18.652966,218.80690356209323,USER00071,Retail,Web,Hyderabad,228.225.140.54,35,0
TXN0000204,2025-08-13 08:51:36.652966,36491.765959213866,USER00214,Entertainment,iOS,Chennai,119.124.82.166,41,0
TXN0000205,2025-07-17 12:19:04.652966,177.23202427630594,USER00338,Retail,iOS,Bangalore,222.240.23.199,42,1
TXN0000206,2025-08-15 05:02:11.652966,1246.0748078922747,USER00053,Healthcare,Web,Bangalore,224.127.143.192,23,0
TXN0000207,2025-07-02 11:20:44.652966,77.92475315912574,USER00085,Electronics,Android,Delhi,115.51.28.175,40,0
TXN0000208,2025-09-10 06:22:48.652966,132.31230349408833,USER00342,Groceries,Android,Lucknow,170.189.224.145,51,0
TXN0000209,2025-09-25 04:40:07.652966,672.517159096781,USER00423,Healthcare,Web,Hyderabad,128.241.68.37,43,0
TXN0000210,2025-09-10 00:45:40.652966,83996.80647756567,USER00076,Utilities,Web,Jaipur,183.211.77.77,45,0
TXN0000211,2025-07-27 17:31:28.652966,47.02321464483385,USER00267,Healthcare,iOS,Bangalore,250.153.102.45,46,0
TXN0000212,2025-08-19 18:14:01.652966,143.62845764816376,USER00248,Entertainment,Android,Mumbai,212.125.167.133,47,0
TXN0000213,2025-09-14 03:17:03.652966,190.81997803880995,USER00332,Food,Android,Lucknow,242.149.11.71,33,0
TXN0000214,2025-07-19 12:04:21.652966,270.95944921750703,USER00474,Entertainment,Android,Mumbai,117.160.184.228,37,0
TXN0000215,2025-08-20 10:46:03.652966,1092.796699488978,USER00286,Food,Web,Chennai,154.94.164.239,38,1
TXN0000216,2025-09-28 18:21:38.652966,564.7729852201779,USER00079,Utilities,Web,Mumbai,158.235.185.170,47,1
TXN0000217,2025-07-12 11:44:19.652966,110.9422589643863,USER00456,Groceries,Android,Lucknow,150.132.130.11,43,0
TXN0000218,2025-09-24 16:14:20.652966,5.7275135552167,USER00107,Healthcare,Web,Delhi,135.61.210.218,45,0
TXN0000219,2025-08-31 20:50:19.652966,489.46938825553684,USER00437,Transport,Web,Chennai,201.249.24.30,42,0
TXN0000220,2025-07-31 03:12:37.652966,96157.5743584905,USER00082,Electronics,Web,Chennai,231.191.8.223,45,0
TXN0000221,2025-09-21 21:00:55.652966,129.0835624056351,USER00202,Entertainment,Android,Kochi,108.167.251.144,37,0
TXN0000222,2025-09-02 04:38:37.652966,20.863606358782654,USER00392,Retail,Android,Bhopal,247.170.34.38,38,0
TXN0000223,2025-08-20 10:43:25.652966,69.4622449124925,USER00230,Healthcare,Android,Ahmedabad,244.47.57.81,46,0
TXN0000224,2025-08-30 06:47:13.652966,114.65377521420976,USER00227,Electronics,iOS,Chennai,231.44.239.97,50,0
